"authid","discipline","collaborator","collaborate_paper_n","n_paper","authname","firstname"
55967280700,"STEM",5,4,4,"Urones-Garrote E.","Urones-Garrote"
7408161010,"STEM",5,2,2,"Miller M.","Miller"
56901125800,"STEM",4,4,4,"Sauerwein D.","Sauerwein"
56901061300,"STEM",4,2,2,"Schwaiger K.","Schwaiger"
35221296400,"STEM",4,2,2,"Cuquet M.","Cuquet"
8928833600,"STEM",4,20,26,"De Vicente J.I.","De"
7006261457,"STEM",4,9,9,"Kraus B.","Kraus"
56410798800,"STEM",3,4,4,"Moreno-Barrado A.","Moreno-Barrado"
38961005800,"STEM",3,12,12,"Castro M.","Castro"
25649946700,"STEM",3,17,17,"Muñoz-García J.","Muñoz-García"
6701365519,"STEM",3,57,57,"Cuerno R.","Cuerno"
56800968600,"STEM",2,11,11,"Aranda-Iglesias D.","Aranda-Iglesias"
23098791100,"STEM",2,35,35,"Vadillo G.","Vadillo"
23390609100,"STEM",2,100,100,"Rodríguez-Martínez J.A.","Rodríguez-Martínez"
56400498300,"STEM",3,4,4,"Nesic S.","Nesic"
6701365519,"STEM",3,57,57,"Cuerno R.","Cuerno"
7005409234,"STEM",3,31,33,"Moro E.","Moro"
55941972900,"STEM",3,3,3,"Kondic L.","Kondic"
57201619875,"STEM",3,23,23,"Barbero G.","Barbero"
56440107500,"STEM",3,2,2,"Juárez-Aubry B.","Juárez-Aubry"
21739619300,"STEM",3,19,19,"Margalef-Bentabol J.","Margalef-Bentabol"
6701860499,"STEM",3,37,37,"Villaseñor E.","Villaseñor"
56984931600,"STEM",4,29,29,"Martinez M.A.","Martinez"
7102038176,"STEM",4,39,39,"Velasco F.","Velasco"
6603231238,"STEM",4,37,37,"Abenojar J.","Abenojar"
12780700500,"STEM",4,2,2,"Chiminelli A.","Chiminelli"
56440169200,"STEM",4,2,2,"Breto R.","Breto"
12544690900,"STEM",15,2,2,"Quinn H.","Quinn"
55713334900,"STEM",15,2,2,"Robinson W.H.","Robinson"
19638969800,"STEM",15,2,2,"Rech P.","Rech"
7103022196,"STEM",15,2,2,"Aguirre M.","Aguirre"
35172470400,"STEM",15,2,2,"Barnard A.","Barnard"
56046358500,"STEM",15,2,2,"Desogus M.","Desogus"
6602921577,"STEM",15,78,78,"Entrena L.","Entrena"
9640262900,"STEM",15,44,44,"Garcia-Valderas M.","Garcia-Valderas"
57213867161,"STEM",15,2,2,"Guertin S.M.","Guertin"
7003340827,"STEM",15,2,2,"Kaeli D.","Kaeli"
7801415887,"STEM",15,2,2,"Kastensmidt F.L.","Kastensmidt"
55549353800,"STEM",15,2,2,"Kiddie B.T.","Kiddie"
55485495600,"STEM",15,7,7,"Sanchez-Clemente A.","Sanchez-Clemente"
57188717230,"STEM",15,6,6,"Reorda M.S.","Reorda"
10042677900,"STEM",15,6,6,"Sterpone L.","Sterpone"
7003292762,"STEM",15,2,2,"Wirthlin M.","Wirthlin"
55207006000,"STEM",4,3,3,"Brazalez A.A.","Brazalez"
6603262783,"STEM",4,83,83,"Rajo-Iglesias E.","Rajo-Iglesias"
6506867245,"STEM",4,11,11,"Vazquez-Roy J.L.","Vazquez-Roy"
55542722400,"STEM",4,2,2,"Vosoogh A.","Vosoogh"
7101988263,"STEM",4,3,3,"Kildal P.S.","Kildal"
24069814100,"STEM",2,2,2,"Carrasco-Casado A.","Carrasco-Casado"
35373748900,"STEM",2,36,36,"Sánchez-Pena J.","Sánchez-Pena"
6602783927,"STEM",2,45,45,"Vergaz R.","Vergaz"
24528278700,"STEM",3,8,8,"Campos C.M.","Campos"
57041264600,"STEM",3,2,2,"de Leóan M.","de"
57212005912,"STEM",3,46,46,"de Diego D.M.","de"
57205074911,"STEM",3,2,2,"Vaquero M.","Vaquero"
7004009291,"STEM",1,4,4,"Veerman J.","Veerman"
7006586753,"STEM",1,8,8,"Prieto F.","Prieto"
56520241700,"STEM",6,7,7,"Villoslada Á.","Villoslada"
56956921200,"STEM",6,4,4,"Escudero N.","Escudero"
55215683700,"STEM",6,68,68,"Martín F.","Martín"
56956384400,"STEM",6,5,5,"Flores A.","Flores"
56684481000,"STEM",6,4,4,"Rivera C.","Rivera"
35788110800,"STEM",6,2,2,"Collado M.","Collado"
35956840800,"STEM",6,116,116,"Moreno L.","Moreno"
7007108080,"STEM",2,51,51,"Rubio L.","Rubio"
55884252000,"STEM",2,76,76,"Fernández-Sáez J.","Fernández-Sáez"
6701870436,"STEM",2,49,49,"Morassi A.","Morassi"
6603227483,"STEM",4,94,94,"Zaera R.","Zaera"
23390609100,"STEM",4,100,100,"Rodríguez-Martínez J.A.","Rodríguez-Martínez"
23098791100,"STEM",4,35,35,"Vadillo G.","Vadillo"
55884252000,"STEM",4,76,76,"Fernández-Sáez J.","Fernández-Sáez"
7103155633,"STEM",4,10,10,"Molinari A.","Molinari"
6508155421,"STEM",4,35,35,"Sanchez-Saez S.","Sanchez-Saez"
35569930700,"STEM",4,37,37,"Barbero E.","Barbero"
15052994000,"STEM",4,30,30,"Garcia-Castillo S.K.","Garcia-Castillo"
34768386100,"STEM",4,25,25,"Ivañez I.","Ivañez"
6507330678,"STEM",4,3,3,"Cirne J.","Cirne"
55837277500,"STEM",6,4,4,"Tejado E.","Tejado"
7102859165,"STEM",6,2,2,"Carvalho P.A.","Carvalho"
7401864358,"STEM",6,36,36,"Munoz A.","Munoz"
8965894100,"STEM",6,2,2,"Dias M.","Dias"
7202364148,"STEM",6,2,2,"Correia J.B.","Correia"
6701847398,"STEM",6,1,1,"Mardolcar U.V.","Mardolcar"
7201639528,"STEM",6,6,6,"Pastor J.Y.","Pastor"
58711650800,"STEM",1,26,26,"Sanchez R.","Sanchez"
57203052932,"STEM",1,26,26,"Newman D.E.","Newman"
55622351400,"STEM",4,6,6,"Prior E.","Prior"
12238994000,"STEM",4,26,26,"De Dios C.","De"
6701669726,"STEM",4,5,5,"Ortsiefer M.","Ortsiefer"
55807009700,"STEM",4,5,5,"Meissner P.","Meissner"
6601954386,"STEM",4,72,72,"Acedo P.","Acedo"
55993946000,"STEM",205,3,3,"Poudereux D.","Poudereux"
57208011067,"STEM",205,52,52,"Caño-García M.","Caño-García"
58239651300,"STEM",205,1,1,"Algorri J.F.","Algorri"
16244921500,"STEM",205,31,31,"García-Cámara B.","García-Cámara"
35373748900,"STEM",205,36,36,"Sańchez-Pena J.M.","Sańchez-Pena"
7004092784,"STEM",205,9,9,"Quintana X.","Quintana"
55939202100,"STEM",205,7,7,"Geday M.A.","Geday"
7004174158,"STEM",205,13,13,"Otón J.M.","Otón"
57198418876,"STEM",205,17,17,"Adams J.H.","Adams"
36809028000,"STEM",205,17,17,"Ahmad S.","Ahmad"
14324269900,"STEM",205,17,17,"Albert J.N.","Albert"
22133529300,"STEM",205,17,17,"Allard D.","Allard"
7004632153,"STEM",205,17,17,"Anchordoqui L.","Anchordoqui"
16462193100,"STEM",205,17,17,"Andreev V.","Andreev"
56135623500,"STEM",205,18,18,"Anzalone A.","Anzalone"
55428452200,"STEM",205,17,17,"Arai Y.","Arai"
7402920055,"STEM",205,17,17,"Asano K.","Asano"
56707414100,"STEM",205,17,17,"Ave Pernas M.","Ave"
56707318000,"STEM",205,17,17,"Baragatti P.","Baragatti"
35239631100,"STEM",205,17,17,"Barrillon P.","Barrillon"
15833863500,"STEM",205,17,17,"Batsch T.","Batsch"
55620482500,"STEM",205,17,17,"Bayer J.","Bayer"
56707503200,"STEM",205,17,17,"Bechini R.","Bechini"
6603323286,"STEM",205,17,17,"Belenguer T.","Belenguer"
8419904800,"STEM",205,17,17,"Bellotti R.","Bellotti"
7005600612,"STEM",205,17,17,"Belov K.","Belov"
57194596573,"STEM",205,17,17,"Berlind A.A.","Berlind"
7003775605,"STEM",205,18,18,"Bertaina M.","Bertaina"
7004339578,"STEM",205,17,17,"Biermann P.L.","Biermann"
35218782900,"STEM",205,17,17,"Biktemerova S.","Biktemerova"
23007851200,"STEM",205,17,17,"Blaksley C.","Blaksley"
57209402373,"STEM",205,17,17,"Blanc N.","Blanc"
6602166386,"STEM",205,17,17,"Błȩcki J.","Błȩcki"
36809123800,"STEM",205,17,17,"Blin-Bondil S.","Blin-Bondil"
8566967400,"STEM",205,17,17,"Blümer J.","Blümer"
6507116012,"STEM",205,17,17,"Bobik P.","Bobik"
15845110600,"STEM",205,17,17,"Bogomilov M.","Bogomilov"
6701441708,"STEM",205,17,17,"Bonamente M.","Bonamente"
26643499600,"STEM",205,17,17,"Briggs M.S.","Briggs"
6603315820,"STEM",205,34,34,"Briz S.","Briz"
23479603600,"STEM",205,17,17,"Bruno A.","Bruno"
7004393799,"STEM",205,17,17,"Cafagna F.","Cafagna"
7103251708,"STEM",205,17,17,"Campana D.","Campana"
22990916200,"STEM",205,17,17,"Capdevielle J.N.","Capdevielle"
7102906925,"STEM",205,17,17,"Caruso R.","Caruso"
56962713900,"STEM",205,17,17,"Casolino M.","Casolino"
56134914900,"STEM",205,18,18,"Cassardo C.","Cassardo"
56707396600,"STEM",205,16,16,"Castellinic G.","Castellinic"
56706999200,"STEM",205,17,17,"Catalano C.","Catalano"
56706975200,"STEM",205,16,16,"Catalano G.","Catalano"
55850564300,"STEM",205,17,17,"Cellino A.","Cellino"
6701391090,"STEM",205,17,17,"Chikawa M.","Chikawa"
7003659677,"STEM",205,17,17,"Christl M.J.","Christl"
16196751500,"STEM",205,17,17,"Cline D.","Cline"
7004252789,"STEM",205,17,17,"Connaughton V.","Connaughton"
7102900872,"STEM",205,17,17,"Conti L.","Conti"
57188567923,"STEM",205,17,17,"Cordero G.","Cordero"
7102707694,"STEM",205,17,17,"Crawford H.J.","Crawford"
26535775700,"STEM",205,18,18,"Cremonini R.","Cremonini"
56823892600,"STEM",205,17,17,"Csorna S.","Csorna"
35276940500,"STEM",205,17,17,"Dagoret-Campagne S.","Dagoret-Campagne"
7101666830,"STEM",205,29,29,"de Castro A.J.","de"
35276894300,"STEM",205,17,17,"De Donato C.","De"
11039289500,"STEM",205,17,17,"de la Taille C.","de"
7003902248,"STEM",205,17,17,"De Santis C.","De"
55933183100,"STEM",205,17,17,"del Peral L.","del"
57188572178,"STEM",205,10,10,"Dell’Oro A.","Dell’Oro"
23011138900,"STEM",205,17,17,"De Simone N.","De"
7006428253,"STEM",205,17,17,"Di Martino M.","Di"
15756986000,"STEM",205,17,17,"Distratis G.","Distratis"
28067682600,"STEM",205,17,17,"Dulucq F.","Dulucq"
56957030200,"STEM",205,17,17,"Dupieux M.","Dupieux"
55480930900,"STEM",205,17,17,"Ebersoldt A.","Ebersoldt"
55650183600,"STEM",205,17,17,"Ebisuzaki T.","Ebisuzaki"
10538834500,"STEM",205,17,17,"Engel R.","Engel"
55619808800,"STEM",205,17,17,"Falk S.","Falk"
55200607700,"STEM",205,17,17,"Fang K.","Fang"
35775140200,"STEM",205,17,17,"Fenu F.","Fenu"
56141085200,"STEM",205,17,17,"Fernández-Gómez I.","Fernández-Gómez"
7003931990,"STEM",205,18,18,"Ferrarese S.","Ferrarese"
56707089500,"STEM",205,17,17,"Finco D.","Finco"
20734151100,"STEM",205,17,17,"Flamini M.","Flamini"
56084537600,"STEM",205,17,17,"Fornaro C.","Fornaro"
7003662794,"STEM",205,17,17,"Franceschi A.","Franceschi"
57194615339,"STEM",205,1,1,"Fujimoto J.","Fujimoto"
7402192969,"STEM",205,17,17,"Fukushima M.","Fukushima"
7005302852,"STEM",205,17,17,"Galeotti P.","Galeotti"
6601959526,"STEM",205,17,17,"Garipov G.","Garipov"
35566714000,"STEM",205,17,17,"Geary J.","Geary"
7004216093,"STEM",205,17,17,"Gelmini G.","Gelmini"
7004166715,"STEM",205,17,17,"Giraudo G.","Giraudo"
54414199100,"STEM",205,17,17,"Gonchar M.","Gonchar"
54397182300,"STEM",205,17,17,"González Alvarado C.","González"
57220378683,"STEM",205,17,17,"Gorodetzky P.","Gorodetzky"
57223641164,"STEM",205,17,17,"Guarino F.","Guarino"
55606580200,"STEM",205,17,17,"Guzmán A.","Guzmán"
55516294800,"STEM",205,17,17,"Hachisu Y.","Hachisu"
55620833800,"STEM",205,17,17,"Harlov B.","Harlov"
10538884100,"STEM",205,17,17,"Haungs A.","Haungs"
55619334800,"STEM",205,17,17,"Hernández Carretero J.","Hernández"
35217705600,"STEM",205,17,17,"Higashide K.","Higashide"
35277053700,"STEM",205,17,17,"Ikeda D.","Ikeda"
7404000412,"STEM",205,17,17,"Ikeda H.","Ikeda"
24783099000,"STEM",205,17,17,"Inoue N.","Inoue"
7404443931,"STEM",205,17,17,"Inoue S.","Inoue"
7003350653,"STEM",205,17,17,"Insolia A.","Insolia"
7003362017,"STEM",205,18,18,"Isgrò F.","Isgrò"
57198418876,"STEM",205,17,17,"Adams J.H.","Adams"
36809028000,"STEM",205,17,17,"Ahmad S.","Ahmad"
14324269900,"STEM",205,17,17,"Albert J.N.","Albert"
22133529300,"STEM",205,17,17,"Allard D.","Allard"
7004632153,"STEM",205,17,17,"Anchordoqui L.","Anchordoqui"
16462193100,"STEM",205,17,17,"Andreev V.","Andreev"
56135623500,"STEM",205,18,18,"Anzalone A.","Anzalone"
55428452200,"STEM",205,17,17,"Arai Y.","Arai"
7402920055,"STEM",205,17,17,"Asano K.","Asano"
56707414100,"STEM",205,17,17,"Ave Pernas M.","Ave"
56707318000,"STEM",205,17,17,"Baragatti P.","Baragatti"
35239631100,"STEM",205,17,17,"Barrillon P.","Barrillon"
15833863500,"STEM",205,17,17,"Batsch T.","Batsch"
55620482500,"STEM",205,17,17,"Bayer J.","Bayer"
56707503200,"STEM",205,17,17,"Bechini R.","Bechini"
6603323286,"STEM",205,17,17,"Belenguer T.","Belenguer"
8419904800,"STEM",205,17,17,"Bellotti R.","Bellotti"
7005600612,"STEM",205,17,17,"Belov K.","Belov"
57194596573,"STEM",205,17,17,"Berlind A.A.","Berlind"
7003775605,"STEM",205,18,18,"Bertaina M.","Bertaina"
7004339578,"STEM",205,17,17,"Biermann P.L.","Biermann"
35218782900,"STEM",205,17,17,"Biktemerova S.","Biktemerova"
23007851200,"STEM",205,17,17,"Blaksley C.","Blaksley"
57209402373,"STEM",205,17,17,"Blanc N.","Blanc"
6602166386,"STEM",205,17,17,"Błȩcki J.","Błȩcki"
36809123800,"STEM",205,17,17,"Blin-Bondil S.","Blin-Bondil"
8566967400,"STEM",205,17,17,"Blümer J.","Blümer"
6507116012,"STEM",205,17,17,"Bobik P.","Bobik"
15845110600,"STEM",205,17,17,"Bogomilov M.","Bogomilov"
6701441708,"STEM",205,17,17,"Bonamente M.","Bonamente"
26643499600,"STEM",205,17,17,"Briggs M.S.","Briggs"
6603315820,"STEM",205,34,34,"Briz S.","Briz"
23479603600,"STEM",205,17,17,"Bruno A.","Bruno"
7004393799,"STEM",205,17,17,"Cafagna F.","Cafagna"
7103251708,"STEM",205,17,17,"Campana D.","Campana"
22990916200,"STEM",205,17,17,"Capdevielle J.N.","Capdevielle"
7102906925,"STEM",205,17,17,"Caruso R.","Caruso"
56962713900,"STEM",205,17,17,"Casolino M.","Casolino"
56134914900,"STEM",205,18,18,"Cassardo C.","Cassardo"
56707396600,"STEM",205,16,16,"Castellinic G.","Castellinic"
56706999200,"STEM",205,17,17,"Catalano C.","Catalano"
56706975200,"STEM",205,16,16,"Catalano G.","Catalano"
55850564300,"STEM",205,17,17,"Cellino A.","Cellino"
6701391090,"STEM",205,17,17,"Chikawa M.","Chikawa"
7003659677,"STEM",205,17,17,"Christl M.J.","Christl"
16196751500,"STEM",205,17,17,"Cline D.","Cline"
7004252789,"STEM",205,17,17,"Connaughton V.","Connaughton"
7102900872,"STEM",205,17,17,"Conti L.","Conti"
57188567923,"STEM",205,17,17,"Cordero G.","Cordero"
7102707694,"STEM",205,17,17,"Crawford H.J.","Crawford"
26535775700,"STEM",205,18,18,"Cremonini R.","Cremonini"
56823892600,"STEM",205,17,17,"Csorna S.","Csorna"
35276940500,"STEM",205,17,17,"Dagoret-Campagne S.","Dagoret-Campagne"
7101666830,"STEM",205,29,29,"de Castro A.J.","de"
35276894300,"STEM",205,17,17,"De Donato C.","De"
11039289500,"STEM",205,17,17,"de la Taille C.","de"
7003902248,"STEM",205,17,17,"De Santis C.","De"
55933183100,"STEM",205,17,17,"del Peral L.","del"
57188572178,"STEM",205,10,10,"Dell’Oro A.","Dell’Oro"
23011138900,"STEM",205,17,17,"De Simone N.","De"
7006428253,"STEM",205,17,17,"Di Martino M.","Di"
15756986000,"STEM",205,17,17,"Distratis G.","Distratis"
28067682600,"STEM",205,17,17,"Dulucq F.","Dulucq"
56957030200,"STEM",205,17,17,"Dupieux M.","Dupieux"
55480930900,"STEM",205,17,17,"Ebersoldt A.","Ebersoldt"
55650183600,"STEM",205,17,17,"Ebisuzaki T.","Ebisuzaki"
10538834500,"STEM",205,17,17,"Engel R.","Engel"
55619808800,"STEM",205,17,17,"Falk S.","Falk"
55200607700,"STEM",205,17,17,"Fang K.","Fang"
35775140200,"STEM",205,17,17,"Fenu F.","Fenu"
56141085200,"STEM",205,17,17,"Fernández-Gómez I.","Fernández-Gómez"
7003931990,"STEM",205,18,18,"Ferrarese S.","Ferrarese"
56707089500,"STEM",205,17,17,"Finco D.","Finco"
20734151100,"STEM",205,17,17,"Flamini M.","Flamini"
56084537600,"STEM",205,17,17,"Fornaro C.","Fornaro"
7003662794,"STEM",205,17,17,"Franceschi A.","Franceschi"
7202303022,"STEM",205,16,16,"Fujimoto J.","Fujimoto"
7402192969,"STEM",205,17,17,"Fukushima M.","Fukushima"
7005302852,"STEM",205,17,17,"Galeotti P.","Galeotti"
6601959526,"STEM",205,17,17,"Garipov G.","Garipov"
35566714000,"STEM",205,17,17,"Geary J.","Geary"
7004216093,"STEM",205,17,17,"Gelmini G.","Gelmini"
7004166715,"STEM",205,17,17,"Giraudo G.","Giraudo"
54414199100,"STEM",205,17,17,"Gonchar M.","Gonchar"
54397182300,"STEM",205,17,17,"González Alvarado C.","González"
57220378683,"STEM",205,17,17,"Gorodetzky P.","Gorodetzky"
57223641164,"STEM",205,17,17,"Guarino F.","Guarino"
55606580200,"STEM",205,17,17,"Guzmán A.","Guzmán"
55516294800,"STEM",205,17,17,"Hachisu Y.","Hachisu"
55620833800,"STEM",205,17,17,"Harlov B.","Harlov"
10538884100,"STEM",205,17,17,"Haungs A.","Haungs"
55619334800,"STEM",205,17,17,"Hernández Carretero J.","Hernández"
35217705600,"STEM",205,17,17,"Higashide K.","Higashide"
35277053700,"STEM",205,17,17,"Ikeda D.","Ikeda"
7404000412,"STEM",205,17,17,"Ikeda H.","Ikeda"
24783099000,"STEM",205,17,17,"Inoue N.","Inoue"
7404443931,"STEM",205,17,17,"Inoue S.","Inoue"
7003350653,"STEM",205,17,17,"Insolia A.","Insolia"
7003362017,"STEM",205,18,18,"Isgrò F.","Isgrò"
6507050265,"STEM",794,16,16,"Cafiero G.","Cafiero"
37123621500,"STEM",794,106,106,"Discetti S.","Discetti"
6603335249,"STEM",794,23,23,"Astarita T.","Astarita"
57198418876,"STEM",794,17,17,"Adams J.H.","Adams"
36809028000,"STEM",794,17,17,"Ahmad S.","Ahmad"
14324269900,"STEM",794,17,17,"Albert J.N.","Albert"
22133529300,"STEM",794,17,17,"Allard D.","Allard"
7004632153,"STEM",794,17,17,"Anchordoqui L.","Anchordoqui"
16462193100,"STEM",794,17,17,"Andreev V.","Andreev"
56135623500,"STEM",794,18,18,"Anzalone A.","Anzalone"
55428452200,"STEM",794,17,17,"Arai Y.","Arai"
7402920055,"STEM",794,17,17,"Asano K.","Asano"
56707414100,"STEM",794,17,17,"Ave Pernas M.","Ave"
56707318000,"STEM",794,17,17,"Baragatti P.","Baragatti"
35239631100,"STEM",794,17,17,"Barrillon P.","Barrillon"
15833863500,"STEM",794,17,17,"Batsch T.","Batsch"
55620482500,"STEM",794,17,17,"Bayer J.","Bayer"
56707503200,"STEM",794,17,17,"Bechini R.","Bechini"
6603323286,"STEM",794,17,17,"Belenguer T.","Belenguer"
8419904800,"STEM",794,17,17,"Bellotti R.","Bellotti"
7005600612,"STEM",794,17,17,"Belov K.","Belov"
57194596573,"STEM",794,17,17,"Berlind A.A.","Berlind"
7003775605,"STEM",794,18,18,"Bertaina M.","Bertaina"
7004339578,"STEM",794,17,17,"Biermann P.L.","Biermann"
35218782900,"STEM",794,17,17,"Biktemerova S.","Biktemerova"
23007851200,"STEM",794,17,17,"Blaksley C.","Blaksley"
57209402373,"STEM",794,17,17,"Blanc N.","Blanc"
6602166386,"STEM",794,17,17,"Błȩcki J.","Błȩcki"
36809123800,"STEM",794,17,17,"Blin-Bondil S.","Blin-Bondil"
8566967400,"STEM",794,17,17,"Blümer J.","Blümer"
6507116012,"STEM",794,17,17,"Bobik P.","Bobik"
15845110600,"STEM",794,17,17,"Bogomilov M.","Bogomilov"
6701441708,"STEM",794,17,17,"Bonamente M.","Bonamente"
26643499600,"STEM",794,17,17,"Briggs M.S.","Briggs"
6603315820,"STEM",794,34,34,"Briz S.","Briz"
23479603600,"STEM",794,17,17,"Bruno A.","Bruno"
7004393799,"STEM",794,17,17,"Cafagna F.","Cafagna"
7103251708,"STEM",794,17,17,"Campana D.","Campana"
22990916200,"STEM",794,17,17,"Capdevielle J.N.","Capdevielle"
7102906925,"STEM",794,17,17,"Caruso R.","Caruso"
56962713900,"STEM",794,17,17,"Casolino M.","Casolino"
56134914900,"STEM",794,18,18,"Cassardo C.","Cassardo"
56707396600,"STEM",794,16,16,"Castellinic G.","Castellinic"
56706999200,"STEM",794,17,17,"Catalano C.","Catalano"
56706975200,"STEM",794,16,16,"Catalano G.","Catalano"
55850564300,"STEM",794,17,17,"Cellino A.","Cellino"
6701391090,"STEM",794,17,17,"Chikawa M.","Chikawa"
7003659677,"STEM",794,17,17,"Christl M.J.","Christl"
16196751500,"STEM",794,17,17,"Cline D.","Cline"
7004252789,"STEM",794,17,17,"Connaughton V.","Connaughton"
7102900872,"STEM",794,17,17,"Conti L.","Conti"
57188567923,"STEM",794,17,17,"Cordero G.","Cordero"
7102707694,"STEM",794,17,17,"Crawford H.J.","Crawford"
26535775700,"STEM",794,18,18,"Cremonini R.","Cremonini"
56823892600,"STEM",794,17,17,"Csorna S.","Csorna"
35276940500,"STEM",794,17,17,"Dagoret-Campagne S.","Dagoret-Campagne"
7101666830,"STEM",794,29,29,"de Castro A.J.","de"
35276894300,"STEM",794,17,17,"De Donato C.","De"
11039289500,"STEM",794,17,17,"de la Taille C.","de"
7003902248,"STEM",794,17,17,"De Santis C.","De"
55933183100,"STEM",794,17,17,"del Peral L.","del"
57188572178,"STEM",794,10,10,"Dell’Oro A.","Dell’Oro"
23011138900,"STEM",794,17,17,"De Simone N.","De"
7006428253,"STEM",794,17,17,"Di Martino M.","Di"
15756986000,"STEM",794,17,17,"Distratis G.","Distratis"
28067682600,"STEM",794,17,17,"Dulucq F.","Dulucq"
56957030200,"STEM",794,17,17,"Dupieux M.","Dupieux"
55480930900,"STEM",794,17,17,"Ebersoldt A.","Ebersoldt"
55650183600,"STEM",794,17,17,"Ebisuzaki T.","Ebisuzaki"
10538834500,"STEM",794,17,17,"Engel R.","Engel"
55619808800,"STEM",794,17,17,"Falk S.","Falk"
55200607700,"STEM",794,17,17,"Fang K.","Fang"
35775140200,"STEM",794,17,17,"Fenu F.","Fenu"
56141085200,"STEM",794,17,17,"Fernández-Gómez I.","Fernández-Gómez"
7003931990,"STEM",794,18,18,"Ferrarese S.","Ferrarese"
56707089500,"STEM",794,17,17,"Finco D.","Finco"
20734151100,"STEM",794,17,17,"Flamini M.","Flamini"
56084537600,"STEM",794,17,17,"Fornaro C.","Fornaro"
7003662794,"STEM",794,17,17,"Franceschi A.","Franceschi"
7202303022,"STEM",794,16,16,"Fujimoto J.","Fujimoto"
7402192969,"STEM",794,17,17,"Fukushima M.","Fukushima"
7005302852,"STEM",794,17,17,"Galeotti P.","Galeotti"
6601959526,"STEM",794,17,17,"Garipov G.","Garipov"
35566714000,"STEM",794,17,17,"Geary J.","Geary"
7004216093,"STEM",794,17,17,"Gelmini G.","Gelmini"
7004166715,"STEM",794,17,17,"Giraudo G.","Giraudo"
54414199100,"STEM",794,17,17,"Gonchar M.","Gonchar"
54397182300,"STEM",794,17,17,"González Alvarado C.","González"
57220378683,"STEM",794,17,17,"Gorodetzky P.","Gorodetzky"
57223641164,"STEM",794,17,17,"Guarino F.","Guarino"
55606580200,"STEM",794,17,17,"Guzmán A.","Guzmán"
55516294800,"STEM",794,17,17,"Hachisu Y.","Hachisu"
55620833800,"STEM",794,17,17,"Harlov B.","Harlov"
10538884100,"STEM",794,17,17,"Haungs A.","Haungs"
55619334800,"STEM",794,17,17,"Hernández Carretero J.","Hernández"
35217705600,"STEM",794,17,17,"Higashide K.","Higashide"
35277053700,"STEM",794,17,17,"Ikeda D.","Ikeda"
7404000412,"STEM",794,17,17,"Ikeda H.","Ikeda"
24783099000,"STEM",794,17,17,"Inoue N.","Inoue"
7404443931,"STEM",794,17,17,"Inoue S.","Inoue"
7003350653,"STEM",794,17,17,"Insolia A.","Insolia"
7003362017,"STEM",794,18,18,"Isgrò F.","Isgrò"
57198418876,"STEM",794,17,17,"Adams J.H.","Adams"
36809028000,"STEM",794,17,17,"Ahmad S.","Ahmad"
14324269900,"STEM",794,17,17,"Albert J.N.","Albert"
22133529300,"STEM",794,17,17,"Allard D.","Allard"
7004632153,"STEM",794,17,17,"Anchordoqui L.","Anchordoqui"
16462193100,"STEM",794,17,17,"Andreev V.","Andreev"
56135623500,"STEM",794,18,18,"Anzalone A.","Anzalone"
55428452200,"STEM",794,17,17,"Arai Y.","Arai"
7402920055,"STEM",794,17,17,"Asano K.","Asano"
56707414100,"STEM",794,17,17,"Ave Pernas M.","Ave"
56707318000,"STEM",794,17,17,"Baragatti P.","Baragatti"
35239631100,"STEM",794,17,17,"Barrillon P.","Barrillon"
15833863500,"STEM",794,17,17,"Batsch T.","Batsch"
55620482500,"STEM",794,17,17,"Bayer J.","Bayer"
56707503200,"STEM",794,17,17,"Bechini R.","Bechini"
6603323286,"STEM",794,17,17,"Belenguer T.","Belenguer"
8419904800,"STEM",794,17,17,"Bellotti R.","Bellotti"
7005600612,"STEM",794,17,17,"Belov K.","Belov"
57194596573,"STEM",794,17,17,"Berlind A.A.","Berlind"
7003775605,"STEM",794,18,18,"Bertaina M.","Bertaina"
7004339578,"STEM",794,17,17,"Biermann P.L.","Biermann"
35218782900,"STEM",794,17,17,"Biktemerova S.","Biktemerova"
23007851200,"STEM",794,17,17,"Blaksley C.","Blaksley"
57209402373,"STEM",794,17,17,"Blanc N.","Blanc"
6602166386,"STEM",794,17,17,"Błȩcki J.","Błȩcki"
36809123800,"STEM",794,17,17,"Blin-Bondil S.","Blin-Bondil"
8566967400,"STEM",794,17,17,"Blümer J.","Blümer"
6507116012,"STEM",794,17,17,"Bobik P.","Bobik"
15845110600,"STEM",794,17,17,"Bogomilov M.","Bogomilov"
6701441708,"STEM",794,17,17,"Bonamente M.","Bonamente"
26643499600,"STEM",794,17,17,"Briggs M.S.","Briggs"
6603315820,"STEM",794,34,34,"Briz S.","Briz"
23479603600,"STEM",794,17,17,"Bruno A.","Bruno"
7004393799,"STEM",794,17,17,"Cafagna F.","Cafagna"
7103251708,"STEM",794,17,17,"Campana D.","Campana"
22990916200,"STEM",794,17,17,"Capdevielle J.N.","Capdevielle"
7102906925,"STEM",794,17,17,"Caruso R.","Caruso"
56962713900,"STEM",794,17,17,"Casolino M.","Casolino"
56134914900,"STEM",794,18,18,"Cassardo C.","Cassardo"
56707396600,"STEM",794,16,16,"Castellinic G.","Castellinic"
56706999200,"STEM",794,17,17,"Catalano C.","Catalano"
56706975200,"STEM",794,16,16,"Catalano G.","Catalano"
55850564300,"STEM",794,17,17,"Cellino A.","Cellino"
